SEP=;
date_time_utc;date_time_local;core_temperature [C];temp_change_rate [C/h];quality [1(poor) to 4(excellent)];skin_temperature [C];heat_zone;heat_strain_index;heart_rate [bpm]
31.01.2024 21:54:23;01.02.2024 06:54:23;;;;22.31;;;
31.01.2024 21:55:23;01.02.2024 06:55:23;;;;22.31;;;
31.01.2024 21:56:23;01.02.2024 06:56:23;;;;22.31;;;
31.01.2024 21:57:23;01.02.2024 06:57:23;;;;22.31;;;
31.01.2024 21:58:23;01.02.2024 06:58:23;;;;22.31;;;
31.01.2024 21:59:23;01.02.2024 06:59:23;;;;22.31;;;
31.01.2024 22:00:23;01.02.2024 07:00:23;;;;22.31;;;
31.01.2024 22:01:23;01.02.2024 07:01:23;;;;22.31;;;
31.01.2024 22:02:23;01.02.2024 07:02:23;;;;22.31;;;
31.01.2024 22:03:23;01.02.2024 07:03:23;;;;22.31;;;
31.01.2024 22:04:23;01.02.2024 07:04:23;;;;22.31;;;
31.01.2024 22:05:23;01.02.2024 07:05:23;;;;22.3;;;
31.01.2024 22:06:23;01.02.2024 07:06:23;;;;22.3;;;
31.01.2024 22:07:23;01.02.2024 07:07:23;;;;22.3;;;
31.01.2024 22:08:23;01.02.2024 07:08:23;;;;22.3;;;
31.01.2024 22:09:23;01.02.2024 07:09:23;;;;22.3;;;
31.01.2024 22:10:23;01.02.2024 07:10:23;;;;22.3;;;
31.01.2024 22:11:23;01.02.2024 07:11:23;;;;22.3;;;
31.01.2024 22:12:23;01.02.2024 07:12:23;;;;22.3;;;
31.01.2024 22:13:23;01.02.2024 07:13:23;;;;22.3;;;
31.01.2024 22:14:23;01.02.2024 07:14:23;;;;22.3;;;
31.01.2024 22:15:23;01.02.2024 07:15:23;;;;22.29;;;
31.01.2024 22:16:23;01.02.2024 07:16:23;;;;22.29;;;
31.01.2024 22:17:23;01.02.2024 07:17:23;;;;22.29;;;
31.01.2024 22:18:23;01.02.2024 07:18:23;;;;22.29;;;
31.01.2024 22:19:23;01.02.2024 07:19:23;;;;22.29;;;
31.01.2024 22:20:23;01.02.2024 07:20:23;;;;22.28;;;
31.01.2024 22:21:23;01.02.2024 07:21:23;;;;22.28;;;
31.01.2024 22:22:23;01.02.2024 07:22:23;;;;22.28;;;
31.01.2024 22:23:23;01.02.2024 07:23:23;;;;22.28;;;
31.01.2024 22:24:23;01.02.2024 07:24:23;;;;22.28;;;
31.01.2024 22:25:23;01.02.2024 07:25:23;;;;22.27;;;
31.01.2024 22:26:23;01.02.2024 07:26:23;;;;22.27;;;
31.01.2024 22:27:23;01.02.2024 07:27:23;;;;22.27;;;
31.01.2024 22:28:23;01.02.2024 07:28:23;;;;22.27;;;
31.01.2024 22:29:23;01.02.2024 07:29:23;;;;22.27;;;
31.01.2024 22:30:23;01.02.2024 07:30:23;;;;22.27;;;
31.01.2024 22:31:23;01.02.2024 07:31:23;;;;22.27;;;
31.01.2024 22:32:23;01.02.2024 07:32:23;;;;22.27;;;
31.01.2024 22:33:23;01.02.2024 07:33:23;;;;22.27;;;
31.01.2024 22:34:23;01.02.2024 07:34:23;;;;22.27;;;
31.01.2024 22:35:23;01.02.2024 07:35:23;;;;22.27;;;
31.01.2024 22:36:23;01.02.2024 07:36:23;;;;22.27;;;
31.01.2024 22:37:23;01.02.2024 07:37:23;;;;22.27;;;
31.01.2024 22:38:23;01.02.2024 07:38:23;;;;22.27;;;
31.01.2024 22:39:23;01.02.2024 07:39:23;;;;22.27;;;
31.01.2024 22:40:23;01.02.2024 07:40:23;;;;22.27;;;
31.01.2024 22:41:23;01.02.2024 07:41:23;;;;22.27;;;
31.01.2024 22:42:23;01.02.2024 07:42:23;;;;22.27;;;
31.01.2024 22:43:23;01.02.2024 07:43:23;;;;22.27;;;
31.01.2024 22:44:23;01.02.2024 07:44:23;;;;22.27;;;
31.01.2024 22:45:23;01.02.2024 07:45:23;;;;22.27;;;
31.01.2024 22:46:23;01.02.2024 07:46:23;;;;22.27;;;
31.01.2024 22:47:23;01.02.2024 07:47:23;;;;22.27;;;
31.01.2024 22:48:23;01.02.2024 07:48:23;;;;22.27;;;
31.01.2024 22:49:23;01.02.2024 07:49:23;;;;22.27;;;
31.01.2024 22:50:23;01.02.2024 07:50:23;;;;22.27;;;
31.01.2024 22:51:23;01.02.2024 07:51:23;;;;22.27;;;
31.01.2024 22:52:23;01.02.2024 07:52:23;;;;22.27;;;
31.01.2024 22:53:23;01.02.2024 07:53:23;;;;22.27;;;
31.01.2024 22:54:23;01.02.2024 07:54:23;;;;22.28;;;
31.01.2024 22:55:23;01.02.2024 07:55:23;;;;22.27;;;
31.01.2024 22:56:23;01.02.2024 07:56:23;;;;22.27;;;
31.01.2024 22:57:23;01.02.2024 07:57:23;;;;22.27;;;
31.01.2024 22:58:23;01.02.2024 07:58:23;;;;22.27;;;
31.01.2024 22:59:23;01.02.2024 07:59:23;;;;22.27;;;
31.01.2024 23:00:23;01.02.2024 08:00:23;;;;22.27;;;
31.01.2024 23:01:23;01.02.2024 08:01:23;;;;22.27;;;
31.01.2024 23:02:23;01.02.2024 08:02:23;;;;22.27;;;
31.01.2024 23:03:23;01.02.2024 08:03:23;;;;22.27;;;
31.01.2024 23:04:23;01.02.2024 08:04:23;;;;22.27;;;
31.01.2024 23:05:23;01.02.2024 08:05:23;;;;22.27;;;
31.01.2024 23:06:23;01.02.2024 08:06:23;;;;22.27;;;
31.01.2024 23:07:23;01.02.2024 08:07:23;;;;22.26;;;
31.01.2024 23:08:23;01.02.2024 08:08:23;;;;22.26;;;
31.01.2024 23:09:23;01.02.2024 08:09:23;;;;22.26;;;
31.01.2024 23:10:23;01.02.2024 08:10:23;;;;22.26;;;
31.01.2024 23:11:23;01.02.2024 08:11:23;;;;22.26;;;
31.01.2024 23:12:23;01.02.2024 08:12:23;;;;22.26;;;
31.01.2024 23:13:23;01.02.2024 08:13:23;;;;22.26;;;
31.01.2024 23:14:23;01.02.2024 08:14:23;;;;22.25;;;
31.01.2024 23:15:23;01.02.2024 08:15:23;;;;22.25;;;
31.01.2024 23:16:23;01.02.2024 08:16:23;;;;22.25;;;
31.01.2024 23:17:23;01.02.2024 08:17:23;;;;22.25;;;
31.01.2024 23:18:23;01.02.2024 08:18:23;;;;22.25;;;
31.01.2024 23:19:23;01.02.2024 08:19:23;;;;22.24;;;
31.01.2024 23:20:23;01.02.2024 08:20:23;;;;22.24;;;
31.01.2024 23:21:23;01.02.2024 08:21:23;;;;22.24;;;
31.01.2024 23:22:23;01.02.2024 08:22:23;;;;22.23;;;
31.01.2024 23:23:23;01.02.2024 08:23:23;;;;22.23;;;
31.01.2024 23:24:23;01.02.2024 08:24:23;;;;22.23;;;
31.01.2024 23:25:23;01.02.2024 08:25:23;;;;22.22;;;
31.01.2024 23:26:23;01.02.2024 08:26:23;;;;22.21;;;
31.01.2024 23:27:23;01.02.2024 08:27:23;;;;22.21;;;
31.01.2024 23:28:23;01.02.2024 08:28:23;;;;22.21;;;
31.01.2024 23:29:23;01.02.2024 08:29:23;;;;22.21;;;
31.01.2024 23:30:23;01.02.2024 08:30:23;;;;22.2;;;
31.01.2024 23:31:23;01.02.2024 08:31:23;;;;22.2;;;
31.01.2024 23:32:23;01.02.2024 08:32:23;;;;22.2;;;
31.01.2024 23:33:23;01.02.2024 08:33:23;;;;22.2;;;
31.01.2024 23:34:23;01.02.2024 08:34:23;;;;22.19;;;
31.01.2024 23:35:23;01.02.2024 08:35:23;;;;22.19;;;
31.01.2024 23:36:23;01.02.2024 08:36:23;;;;22.19;;;
31.01.2024 23:37:23;01.02.2024 08:37:23;;;;22.19;;;
31.01.2024 23:38:23;01.02.2024 08:38:23;;;;22.19;;;
31.01.2024 23:39:23;01.02.2024 08:39:23;;;;22.18;;;
31.01.2024 23:40:23;01.02.2024 08:40:23;;;;22.18;;;
31.01.2024 23:41:23;01.02.2024 08:41:23;;;;22.18;;;
31.01.2024 23:42:23;01.02.2024 08:42:23;;;;22.18;;;
31.01.2024 23:43:23;01.02.2024 08:43:23;;;;22.18;;;
31.01.2024 23:44:23;01.02.2024 08:44:23;;;;22.18;;;
31.01.2024 23:45:23;01.02.2024 08:45:23;;;;22.18;;;
31.01.2024 23:46:23;01.02.2024 08:46:23;;;;22.17;;;
31.01.2024 23:47:23;01.02.2024 08:47:23;;;;22.17;;;
31.01.2024 23:48:23;01.02.2024 08:48:23;;;;22.17;;;
31.01.2024 23:49:23;01.02.2024 08:49:23;;;;22.17;;;
31.01.2024 23:50:23;01.02.2024 08:50:23;;;;22.16;;;
31.01.2024 23:51:23;01.02.2024 08:51:23;;;;22.16;;;
31.01.2024 23:52:23;01.02.2024 08:52:23;;;;22.16;;;
31.01.2024 23:53:23;01.02.2024 08:53:23;;;;22.16;;;
31.01.2024 23:54:23;01.02.2024 08:54:23;;;;22.15;;;
31.01.2024 23:55:23;01.02.2024 08:55:23;;;;22.15;;;
31.01.2024 23:56:23;01.02.2024 08:56:23;;;;22.15;;;
31.01.2024 23:57:23;01.02.2024 08:57:23;;;;22.15;;;
31.01.2024 23:58:23;01.02.2024 08:58:23;;;;22.14;;;
31.01.2024 23:59:23;01.02.2024 08:59:23;;;;22.14;;;
01.02.2024 00:00:23;01.02.2024 09:00:23;;;;22.14;;;
01.02.2024 00:01:23;01.02.2024 09:01:23;;;;22.13;;;
01.02.2024 00:02:23;01.02.2024 09:02:23;;;;22.13;;;
01.02.2024 00:03:23;01.02.2024 09:03:23;;;;22.13;;;
01.02.2024 00:04:23;01.02.2024 09:04:23;;;;22.12;;;
01.02.2024 00:05:23;01.02.2024 09:05:23;;;;22.12;;;
01.02.2024 00:06:23;01.02.2024 09:06:23;;;;22.12;;;
01.02.2024 00:07:23;01.02.2024 09:07:23;;;;22.12;;;
01.02.2024 00:08:23;01.02.2024 09:08:23;;;;22.12;;;
01.02.2024 00:09:23;01.02.2024 09:09:23;;;;22.12;;;
01.02.2024 00:10:23;01.02.2024 09:10:23;;;;22.12;;;
01.02.2024 00:11:23;01.02.2024 09:11:23;;;;22.11;;;
01.02.2024 00:12:23;01.02.2024 09:12:23;;;;22.11;;;
01.02.2024 00:13:23;01.02.2024 09:13:23;;;;22.11;;;
01.02.2024 00:14:23;01.02.2024 09:14:23;;;;22.11;;;
01.02.2024 00:15:23;01.02.2024 09:15:23;;;;22.11;;;
01.02.2024 00:16:23;01.02.2024 09:16:23;;;;22.11;;;
01.02.2024 00:17:23;01.02.2024 09:17:23;;;;22.1;;;
01.02.2024 00:18:23;01.02.2024 09:18:23;;;;22.1;;;
01.02.2024 00:19:23;01.02.2024 09:19:23;;;;22.1;;;
01.02.2024 00:20:23;01.02.2024 09:20:23;;;;22.1;;;
01.02.2024 00:21:23;01.02.2024 09:21:23;;;;22.1;;;
01.02.2024 00:22:23;01.02.2024 09:22:23;;;;22.1;;;
01.02.2024 00:23:23;01.02.2024 09:23:23;;;;22.1;;;
01.02.2024 00:24:23;01.02.2024 09:24:23;;;;22.1;;;
01.02.2024 00:25:23;01.02.2024 09:25:23;;;;22.1;;;
01.02.2024 00:26:23;01.02.2024 09:26:23;;;;22.11;;;
01.02.2024 00:27:23;01.02.2024 09:27:23;;;;22.11;;;
01.02.2024 00:28:23;01.02.2024 09:28:23;;;;22.11;;;
01.02.2024 00:29:23;01.02.2024 09:29:23;;;;22.11;;;
01.02.2024 00:30:23;01.02.2024 09:30:23;;;;22.12;;;
01.02.2024 00:31:23;01.02.2024 09:31:23;;;;22.12;;;
01.02.2024 00:32:23;01.02.2024 09:32:23;;;;22.12;;;
01.02.2024 00:33:23;01.02.2024 09:33:23;;;;22.12;;;
01.02.2024 00:34:23;01.02.2024 09:34:23;;;;22.13;;;
01.02.2024 00:35:23;01.02.2024 09:35:23;;;;22.13;;;
01.02.2024 00:36:23;01.02.2024 09:36:23;;;;22.14;;;
01.02.2024 00:37:23;01.02.2024 09:37:23;;;;22.14;;;
01.02.2024 00:38:23;01.02.2024 09:38:23;;;;22.15;;;
01.02.2024 00:39:23;01.02.2024 09:39:23;;;;22.15;;;
01.02.2024 00:40:23;01.02.2024 09:40:23;;;;22.15;;;
01.02.2024 00:41:23;01.02.2024 09:41:23;;;;22.16;;;
01.02.2024 00:42:23;01.02.2024 09:42:23;;;;22.16;;;
01.02.2024 00:43:23;01.02.2024 09:43:23;;;;22.17;;;
01.02.2024 00:44:23;01.02.2024 09:44:23;;;;22.17;;;
01.02.2024 00:45:23;01.02.2024 09:45:23;;;;22.18;;;
01.02.2024 00:46:23;01.02.2024 09:46:23;;;;22.18;;;
01.02.2024 00:47:23;01.02.2024 09:47:23;;;;22.18;;;
01.02.2024 00:48:23;01.02.2024 09:48:23;;;;22.19;;;
01.02.2024 00:49:23;01.02.2024 09:49:23;;;;22.19;;;
01.02.2024 00:50:23;01.02.2024 09:50:23;;;;22.19;;;
01.02.2024 00:51:23;01.02.2024 09:51:23;;;;22.2;;;
01.02.2024 00:52:23;01.02.2024 09:52:23;;;;22.2;;;
01.02.2024 00:53:23;01.02.2024 09:53:23;;;;22.2;;;
01.02.2024 00:54:23;01.02.2024 09:54:23;;;;22.21;;;
01.02.2024 00:55:23;01.02.2024 09:55:23;;;;22.21;;;
01.02.2024 00:56:23;01.02.2024 09:56:23;;;;22.21;;;
01.02.2024 00:57:23;01.02.2024 09:57:23;;;;22.22;;;
01.02.2024 00:58:23;01.02.2024 09:58:23;;;;22.22;;;
01.02.2024 00:59:23;01.02.2024 09:59:23;;;;22.22;;;
01.02.2024 01:00:23;01.02.2024 10:00:23;;;;22.23;;;
01.02.2024 01:01:23;01.02.2024 10:01:23;;;;22.23;;;
01.02.2024 01:02:23;01.02.2024 10:02:23;;;;22.23;;;
01.02.2024 01:03:23;01.02.2024 10:03:23;;;;22.24;;;
01.02.2024 01:04:23;01.02.2024 10:04:23;;;;22.24;;;
01.02.2024 01:05:23;01.02.2024 10:05:23;;;;22.24;;;
01.02.2024 01:06:23;01.02.2024 10:06:23;;;;22.25;;;
01.02.2024 01:07:23;01.02.2024 10:07:23;;;;22.25;;;
01.02.2024 01:08:23;01.02.2024 10:08:23;;;;22.26;;;
01.02.2024 01:09:23;01.02.2024 10:09:23;;;;22.26;;;
01.02.2024 01:10:23;01.02.2024 10:10:23;;;;22.26;;;
01.02.2024 01:11:23;01.02.2024 10:11:23;;;;22.27;;;
01.02.2024 01:12:23;01.02.2024 10:12:23;;;;22.27;;;
01.02.2024 01:13:23;01.02.2024 10:13:23;;;;22.27;;;
01.02.2024 01:14:23;01.02.2024 10:14:23;;;;22.28;;;
01.02.2024 01:15:23;01.02.2024 10:15:23;;;;22.28;;;
01.02.2024 01:16:23;01.02.2024 10:16:23;;;;22.29;;;
01.02.2024 01:17:23;01.02.2024 10:17:23;;;;22.29;;;
01.02.2024 01:18:23;01.02.2024 10:18:23;;;;22.3;;;
01.02.2024 01:19:23;01.02.2024 10:19:23;;;;22.3;;;
01.02.2024 01:20:23;01.02.2024 10:20:23;;;;22.3;;;
01.02.2024 01:21:23;01.02.2024 10:21:23;;;;22.31;;;
01.02.2024 01:22:23;01.02.2024 10:22:23;;;;22.32;;;
01.02.2024 01:23:23;01.02.2024 10:23:23;;;;22.32;;;
01.02.2024 01:24:23;01.02.2024 10:24:23;;;;22.33;;;
01.02.2024 01:25:24;01.02.2024 10:25:24;;;;22.33;;;
01.02.2024 01:26:24;01.02.2024 10:26:24;;;;22.34;;;
01.02.2024 01:27:24;01.02.2024 10:27:24;;;;22.34;;;
01.02.2024 01:28:24;01.02.2024 10:28:24;;;;22.35;;;
01.02.2024 01:29:24;01.02.2024 10:29:24;;;;22.36;;;
01.02.2024 01:30:24;01.02.2024 10:30:24;;;;22.36;;;
01.02.2024 01:31:24;01.02.2024 10:31:24;;;;22.37;;;
01.02.2024 01:32:24;01.02.2024 10:32:24;;;;22.37;;;
01.02.2024 01:33:24;01.02.2024 10:33:24;;;;22.38;;;
01.02.2024 01:34:24;01.02.2024 10:34:24;;;;22.38;;;
01.02.2024 01:35:24;01.02.2024 10:35:24;;;;22.39;;;
01.02.2024 01:36:24;01.02.2024 10:36:24;;;;22.4;;;
01.02.2024 01:37:24;01.02.2024 10:37:24;;;;22.4;;;
01.02.2024 01:38:24;01.02.2024 10:38:24;;;;22.4;;;
01.02.2024 01:39:24;01.02.2024 10:39:24;;;;22.41;;;
01.02.2024 01:40:24;01.02.2024 10:40:24;;;;22.42;;;
01.02.2024 01:41:24;01.02.2024 10:41:24;;;;22.42;;;
01.02.2024 01:42:24;01.02.2024 10:42:24;;;;22.43;;;
01.02.2024 01:43:24;01.02.2024 10:43:24;;;;22.43;;;
01.02.2024 01:44:24;01.02.2024 10:44:24;;;;22.44;;;
01.02.2024 01:45:24;01.02.2024 10:45:24;;;;22.44;;;
01.02.2024 01:46:24;01.02.2024 10:46:24;;;;22.45;;;
01.02.2024 01:47:24;01.02.2024 10:47:24;;;;22.45;;;
01.02.2024 01:48:24;01.02.2024 10:48:24;;;;22.45;;;
01.02.2024 01:49:24;01.02.2024 10:49:24;;;;22.46;;;
01.02.2024 01:50:24;01.02.2024 10:50:24;;;;22.46;;;
01.02.2024 01:51:24;01.02.2024 10:51:24;;;;22.46;;;
01.02.2024 01:52:24;01.02.2024 10:52:24;;;;22.47;;;
01.02.2024 01:53:24;01.02.2024 10:53:24;;;;22.47;;;
01.02.2024 01:54:24;01.02.2024 10:54:24;;;;22.48;;;
01.02.2024 01:55:24;01.02.2024 10:55:24;;;;22.48;;;
01.02.2024 01:56:24;01.02.2024 10:56:24;;;;22.49;;;
01.02.2024 01:57:24;01.02.2024 10:57:24;;;;22.49;;;
01.02.2024 01:58:24;01.02.2024 10:58:24;;;;22.49;;;
01.02.2024 01:59:24;01.02.2024 10:59:24;;;;22.49;;;
01.02.2024 02:00:24;01.02.2024 11:00:24;;;;22.5;;;
01.02.2024 02:01:24;01.02.2024 11:01:24;;;;22.5;;;
01.02.2024 02:02:24;01.02.2024 11:02:24;;;;22.51;;;
01.02.2024 02:03:24;01.02.2024 11:03:24;;;;22.51;;;
01.02.2024 02:04:24;01.02.2024 11:04:24;;;;22.52;;;
01.02.2024 02:05:24;01.02.2024 11:05:24;;;;22.52;;;
01.02.2024 02:06:24;01.02.2024 11:06:24;;;;22.52;;;
01.02.2024 02:07:24;01.02.2024 11:07:24;;;;22.52;;;
01.02.2024 02:08:24;01.02.2024 11:08:24;;;;22.53;;;
01.02.2024 02:09:24;01.02.2024 11:09:24;;;;22.53;;;
01.02.2024 02:10:24;01.02.2024 11:10:24;;;;22.53;;;
01.02.2024 02:11:24;01.02.2024 11:11:24;;;;22.54;;;
01.02.2024 02:12:24;01.02.2024 11:12:24;;;;22.54;;;
01.02.2024 02:13:24;01.02.2024 11:13:24;;;;22.54;;;
01.02.2024 02:14:24;01.02.2024 11:14:24;;;;22.54;;;
01.02.2024 02:15:24;01.02.2024 11:15:24;;;;22.55;;;
01.02.2024 02:16:24;01.02.2024 11:16:24;;;;22.55;;;
01.02.2024 02:17:24;01.02.2024 11:17:24;;;;22.55;;;
01.02.2024 02:18:24;01.02.2024 11:18:24;;;;22.56;;;
01.02.2024 02:19:24;01.02.2024 11:19:24;;;;22.56;;;
01.02.2024 02:20:24;01.02.2024 11:20:24;;;;22.57;;;
01.02.2024 02:21:24;01.02.2024 11:21:24;;;;22.57;;;
01.02.2024 02:22:24;01.02.2024 11:22:24;;;;22.58;;;
01.02.2024 02:23:24;01.02.2024 11:23:24;;;;22.58;;;
01.02.2024 02:24:24;01.02.2024 11:24:24;;;;22.58;;;
01.02.2024 02:25:24;01.02.2024 11:25:24;;;;22.59;;;
01.02.2024 02:26:24;01.02.2024 11:26:24;;;;22.6;;;
01.02.2024 02:27:24;01.02.2024 11:27:24;;;;22.6;;;
01.02.2024 02:28:24;01.02.2024 11:28:24;;;;22.6;;;
01.02.2024 02:29:24;01.02.2024 11:29:24;;;;22.61;;;
01.02.2024 02:30:24;01.02.2024 11:30:24;;;;22.62;;;
01.02.2024 02:31:24;01.02.2024 11:31:24;;;;22.62;;;
01.02.2024 02:32:24;01.02.2024 11:32:24;;;;22.63;;;
01.02.2024 02:33:24;01.02.2024 11:33:24;;;;22.64;;;
01.02.2024 02:34:24;01.02.2024 11:34:24;;;;22.64;;;
01.02.2024 02:35:24;01.02.2024 11:35:24;;;;22.64;;;
01.02.2024 02:36:24;01.02.2024 11:36:24;;;;22.65;;;
01.02.2024 02:37:24;01.02.2024 11:37:24;;;;22.66;;;
